"Class","I0","PA500","HFS","DA","Area","A/DA","Max IP","DR","P"
"con","649.36939734786","0.10751228192285","0.018849555921539","207.11169143365","3344.432677502","16.147966608507","50.547470092773","200.84871446498","623.90881411116"
"con","1500","0.056548667764616","0.050265482457437","375.09660328729","4759.4545463877","12.688610093178","78.445976257324","366.80197789922","1336.1585337698"
"con","770","0.041628330367179","0.0024345501243358","175.01968434117","346.0913114677","1.9774422104033","25.222330093384","173.19273656291","654.79841876609"
"con","650","0.041015237421867","0.14521139376593","216.81133044427","427.5340678903","1.9719175516069","33.765163421631","214.1659795454","528.69923325106"
"con","691.97203142847","0.026005405854716","0.086568330898919","190.67669189868","304.27071813128","1.5957415408327","23.975717544556","189.16333090243","594.31562555525"
"con","1461.7503424331","0.040840704496667","0.049567350756639","391.8460234008","5574.0028199661","14.224982485696","57.231479644775","387.64399085826","1428.8399755134"
"con","1496.7360544463","0.10384709049366","0.082379540694132","640.27595039825","11071.997797666","17.292540490986","108.28691864014","631.05248210804","1178.274277509"
"con","1111.8140678206","0.098785635662879","0.071209433481369","386.98709372422","7659.7421335884","19.793275429095","86.025123596191","377.30450418637","990.97891344196"
"con","1270.6667173341","0.078888882190144","0.065624379874987","555.35231815094","3612.9683325108","6.5057229697723","68.781669616699","551.07647340229","895.18744061089"
"con","1647.9398111586","0.080983277292537","0.086568330898919","576.77037636851","11852.485063426","20.549746569947","111.43591308594","565.90291041833","1402.8777374758"
"con","1535.8507395877","0.088488193076113","0.0041887902047862","637.34967437139","10814.050168308","16.967216903301","96.610397338867","632.16511515782","1197.7621500369"
"adi","2100","0.061959188445799","-0.045378560551853","390.48250674412","16640.723619344","42.615797972863","125.90041351318","380.64470344599","2073.0286853636"
"adi","1800","0.034208453339089","0.042586033748662","301.06035089887","4406.1543313109","14.635452055229","67.625328063965","293.36692010649","1742.3757016886"
"adi","2100","0.121649448864","0.37768925013157","450.55166681629","35671.606286703","79.173175717599","436.09963989258","113.19857011213","2461.4504966686"
"adi","1666.1487855641","0.01239183768916","0.058451473742309","72.931050294281","1402.2316649584","19.226812987065","51.854766845703","58.595762950961","1746.5775035735"
"adi","1700","0.043982297150257","0.10512680136933","120.65300963627","12331.103094374","102.20302942752","120.29731750488","-9.2576964639327","2212.1781964656"
"adi","1949.1181546753","0.051798310545182","0.016500688962586","170.33149485282","3212.0770546743","18.857798773209","101.45584869385","136.81932859248","1941.3673831863"
"adi","1850","0.0791491625314","0.069470180415546","253.62145506064","13113.203094839","51.703839849448","160.06546020508","196.73049796407","1916.9853650897"
"adi","2350","0.081506876068135","0.27157323161032","515.28947710246","27758.640261094","53.869992488851","289.5690612793","426.23115991756","2457.6767356259"
"adi","1800","0.091978851580101","0.20525072003453","362.86332129912","15021.553888329","41.397278276979","217.83396911621","290.20364029006","1893.6637123933"
"adi","1900","0.054454272662223","0.11379546723003","272.61802887049","7481.5934698544","27.443502180879","138.35926818848","234.89849580664","1924.5178953496"
"adi","1800","0.069115038378975","0.15707963267949","385.56470434899","13831.724888771","35.873939530137","157.57000732422","351.8974774277","1823.0323641657"
"adi","1850","0.073303828583762","0.22549653935767","325.19154226419","8644.9842366383","26.584283762261","208.73997497559","249.3534862595","1908.177238665"
"adi","1650","0.047647488579445","0.043284165449459","274.42617749618","5824.8951915781","21.225727241925","81.239570617676","262.12565587732","1603.0703476207"
"adi","2800","0.08307767239493","0.1843067690106","583.25925748337","31388.652882221","53.815953162331","298.58297729492","501.03849438215","2896.5824833035"
"adi","2329.8401379049","0.066147978650585","0.35325464060365","377.25336779777","25369.039924638","67.246689069288","336.07516479492","171.38722677032","2686.4353462707"
"adi","2400","0.084124869946127","0.22060961745208","596.04195551136","37939.255570848","63.651988287132","261.34817504883","535.68940856871","2447.7723534764"
"adi","2000","0.067195176201782","0.124267442742","330.27164563135","15381.09768656","46.571051102972","169.19798278809","283.63956437701","2063.0732120677"
"adi","2000","0.10698868314725","0.10541788682046","520.22264920515","40087.920983766","77.059161197646","204.09034729004","478.51722316151","2088.6488701693"
"adi","2600","0.20053833105415","0.20804324683772","1063.4414274728","174480.47621794","164.07154330312","418.68728637695","977.55236724335","2664.5836230562"
"adi","1600","0.071907565182166","-0.066322511575785","436.94360303041","12655.342134564","28.963330843599","103.7327041626","432.12974894662","1475.3715337125"
"adi","2300","0.045029494701454","0.13683381335636","185.4460437168","5086.2924971703","27.427344338161","178.69174194336","49.59329022396","2480.592151132"
"adi","2600","0.069987703004973","0.048869219055841","745.47436919266","39845.773697533","53.450226250817","154.12260437012","729.36839504292","2545.4197444546"
